global_step,precision,recall,f1_score,train_loss,eval_loss,accuracy
2000,0.4422258626196437,0.313674763951007,0.36701938904209147,0.8647943139076233,0.879608891796997,0.7391050014624159
4000,0.5591818625493589,0.46052939284983485,0.505083536714877,0.7574226260185242,0.6876697749414774,0.7809249950685975
5545,0.6065806085903481,0.5161361045338946,0.5577153145469835,0.7415475249290466,0.617035360088953,0.798439976329268
6000,0.6085454288116825,0.5341649858224444,0.5689344495168265,0.6845411658287048,0.6030971301392107,0.801562064251073
8000,0.631940330003003,0.5690169253705165,0.5988302114617743,0.6402481198310852,0.5571291161545415,0.8139891985280614
10000,0.660163062980364,0.5781227162442633,0.6164251734738007,0.6174511313438416,0.5242806491401766,0.8239812402647313
11090,0.6600078716756227,0.6004925604373118,0.6288451898535584,0.6186745762825012,0.5080774399406285,0.8280368936925662
12000,0.6627553168670008,0.6096568154579204,0.6350981504249948,0.5876275897026062,0.49914364980517617,0.8304872905854425
14000,0.6754673210608129,0.625595603496156,0.6495756329462115,0.4939689040184021,0.4780438956979029,0.8370800655706483
16000,0.6944880615135572,0.6270572071677044,0.6590523300023811,0.4820602536201477,0.46277763194240823,0.8425369174993368
16635,0.6864165790191267,0.643872957408869,0.6644644803179595,0.4148053228855133,0.4570205119741753,0.8432562220695565
18000,0.684119969984765,0.6596071209330878,0.6716399584773542,0.497519850730896,0.4494649275106724,0.8451828700082303
20000,0.6701025772901309,0.68555789412143,0.6777421359111073,0.5177896618843079,0.446599588807275,0.8448886863423958
22000,0.7000608457560085,0.6726592417200152,0.6860865546594314,0.4517325758934021,0.4266378562199623,0.8525595679411224
22180,0.7109318145862996,0.6568154579204303,0.6828030510225788,0.4092036187648773,0.42616938458224196,0.8532618676751668
24000,0.7007214248140077,0.6814361717676635,0.6909442546664395,0.4174425005912781,0.42041984161829055,0.8544913173306489
26000,0.7036710807219743,0.6889122745476337,0.6962134696198699,0.3436090052127838,0.41673283231705,0.8561628927266914
27725,0.7206229426743681,0.6783448800023386,0.6988450708466971,0.3844352960586548,0.40760283631618843,0.8600178890876565
28000,0.7099768155523376,0.6915212371013476,0.7006275105047851,0.4559703469276428,0.4058400961954243,0.8593853091819313
30000,0.7152570518142853,0.6988073314040165,0.7069365123371223,0.3796670436859131,0.39850037791887005,0.8616350490079379
32000,0.7184375396700942,0.7031117542167266,0.7106920329599302,0.29797235131263733,0.3924393245912766,0.8635395906595836
33270,0.7209952620846828,0.7028486655558479,0.7118063265094661,0.33025676012039185,0.3881676879413533,0.8645122672888169
34000,0.7140173198297373,0.7110117220614458,0.7125113513196825,0.38646388053894043,0.39291757422496676,0.8628559962453322
36000,0.724874192846804,0.7063492063492064,0.7154918108633292,0.3843170702457428,0.3847267184546083,0.866430412809403
38000,0.7233413498665137,0.7187582215206525,0.7210425028866773,0.31455284357070923,0.3797942712817137,0.8680237659590387
38815,0.720679440220643,0.7218275892309042,0.7212530577969258,0.3435039520263672,0.38058846398801555,0.8673928865369311
40000,0.7327352703732486,0.7097255108304832,0.72104686774942,0.39974245429039,0.3783065659297303,0.8694351673615976
42000,0.7363931701420369,0.7123052413107662,0.7241489472354714,0.3409404158592224,0.37388420424904534,0.8713159022425978
44000,0.7255393951771726,0.7269285860446082,0.7262333262756723,0.32808202505111694,0.3757269129758266,0.8703925396382731
44360,0.7376847198679799,0.7219591335613436,0.7297372163025614,0.2923772931098938,0.36583502616421976,0.8729551684499072
46000,0.7403049585784608,0.720979859101406,0.7305146242132543,0.30913785099983215,0.3678007813583877,0.873722086561418
48000,0.7435148767526346,0.7239103744628607,0.7335816695301853,0.36608412861824036,0.3603536666556119,0.875696348041383
49905,0.7413338693826499,0.7276813119354556,0.7344441494069747,0.37801361083984375,0.36116586930470096,0.8754055653427835
50000,0.7436269352171953,0.723106492443509,0.7332231674422741,0.3206000328063965,0.360849217310419,0.8751981063414435
52000,0.7334547308616797,0.7358882165512,0.7346694585701465,0.2743056118488312,0.36252867645162673,0.8743308596964977
54000,0.7509192489604404,0.7298079452775585,0.7402131010840359,0.2709507346153259,0.35416515285326355,0.8784290252147711
55450,0.7503924294748172,0.7336446549153731,0.7419240405294549,0.23623138666152954,0.3511212641851016,0.8794323105491202
56000,0.7452466162977364,0.7395933818585753,0.7424092372924873,0.32234787940979004,0.36089564484117354,0.8786160784127006
58000,0.7477496737856347,0.7412523020257827,0.7444868120213004,0.3320458233356476,0.3527435856181538,0.8798863396750036
60000,0.7446133142196802,0.7440147329650092,0.7443139032467961,0.268733412027359,0.35626210521380564,0.8797554024364529
60995,0.7580738617303528,0.7266508813470139,0.7420298507462687,0.20663957297801971,0.3499253910539473,0.8806804655243952
62000,0.7411892754779958,0.7464921511882838,0.7438312622200539,0.2690328061580658,0.3579755633296472,0.8789833828740894
64000,0.7564517922674872,0.7456663451138589,0.7510203480776236,0.3148123025894165,0.3516058390181759,0.8831512682206819
66000,0.7618832867322088,0.7407699728141717,0.7511783014673188,0.31439271569252014,0.3419819461337428,0.8838025534462001
66540,0.7629644660894661,0.7418880996229062,0.7522786892534792,0.23327040672302246,0.3415216966518751,0.8847055102471143
68000,0.7505918862412856,0.7529889795083166,0.7517885220842804,0.2234904170036316,0.35589618628753367,0.8835831910595373
70000,0.7580466807673754,0.7464629191148529,0.7522102061631705,0.3030184209346771,0.3479730126794202,0.884299094662522
72000,0.7540520165849981,0.7602239176824812,0.7571253893854261,0.21637438237667084,0.3450639426751164,0.8852938775787834
72085,0.7591335391458294,0.7583457569645415,0.758739443571089,0.2676434814929962,0.3357688638164262,0.8866457620547283
74000,0.7607176637069516,0.7582215206524598,0.7594675411660073,0.18774408102035522,0.3479665117150425,0.8877238686682493
76000,0.7601897952171021,0.7598731328013096,0.760031431025346,0.22647061944007874,0.3454374472157069,0.8875827285279934
77630,0.7572677036578074,0.7681311935455581,0.7626607651423077,0.30350354313850403,0.341031799012371,0.8881829992449852
78000,0.7582994395748599,0.764367564091321,0.7613214105041727,0.15426042675971985,0.3494504637780038,0.8881234823183713
80000,0.7630139790606539,0.7626794118506826,0.762846658772276,0.2036781907081604,0.34794863510973517,0.8896148064509547
82000,0.7609852373447463,0.7692493203542927,0.7650949636209015,0.14999528229236603,0.34739142016478164,0.8900569321915153
83175,0.7702576839490841,0.7615101289134438,0.7658589288470444,0.15763020515441895,0.33811083895500527,0.8919869810974241
84000,0.762459574959575,0.7718875149814376,0.7671445795383565,0.17838051915168762,0.36142126084318765,0.890942884156254
86000,0.7669598035715587,0.7692858604460815,0.7681210710467845,0.2500588595867157,0.34819839439577605,0.8921400246230028
88000,0.7735296713642649,0.7685550586103073,0.7710343411830258,0.19703251123428345,0.34352475052608195,0.8938150009862805
88720,0.7730304722165084,0.7690081557484872,0.7710140679953107,0.18290932476520538,0.3397954807801961,0.8935616289272669
90000,0.7790819239410094,0.767882720921395,0.7734417842881065,0.11289796233177185,0.35127323065006766,0.894794479549984
92000,0.771981293751997,0.7769008155748487,0.7744332420304214,0.21357882022857666,0.33887768302767696,0.8950274458055871
94000,0.7797732473017017,0.7745476336636558,0.7771516562482814,0.22759568691253662,0.331564951806144,0.8968469632763558
94265,0.7713543170661277,0.7808471454880295,0.7760717035401444,0.2149854153394699,0.33073930588338835,0.8956736295802527
96000,0.7749717493529691,0.7768350434096291,0.7759022777289133,0.1987769454717636,0.3565452015322636,0.8956039097519335
98000,0.7790251997180451,0.7753588237013651,0.7771876877096855,0.1115092858672142,0.34371035123077526,0.8971343450077202
99810,0.7794206949027297,0.778537811686983,0.7789790031332605,0.1306876242160797,0.33908753099204486,0.8976563934783053
100000,0.7800096416519363,0.780408664386565,0.7802091020011543,0.12044606357812881,0.35325296646150456,0.8979896882673433
102000,0.7758564389843915,0.7813733228097869,0.7786051084126782,0.10478939861059189,0.355285347538654,0.8969966058346994
104000,0.7826070982438093,0.7783404951913239,0.7804679656756777,0.08533284068107605,0.34979638407914027,0.8989861716672222
105355,0.7753670531643752,0.7892440585810752,0.7822440162102845,0.0978299081325531,0.3426744267773903,0.8984182101389635
106000,0.785372401230152,0.7782381829343156,0.7817890165878082,0.15923191606998444,0.3678594043515945,0.8995371283593054
108000,0.7826652632809987,0.7825279897103101,0.7825966204759398,0.1318771243095398,0.35509840933665077,0.899564336097186
110000,0.7838821970083167,0.7866204799906458,0.7852489513040307,0.09373237192630768,0.3464752483994885,0.9010845684512675
110900,0.7829551846990437,0.7933803969715572,0.7881333168780446,0.14099593460559845,0.3475436167603611,0.9013396409938986
112000,0.7940204036041403,0.7792466894676839,0.7865641804917272,0.09144673496484756,0.36910681641239257,0.9021592740975534
114000,0.7934925138721173,0.7827472302610424,0.7880832465721676,0.06752436608076096,0.36251186296043203,0.9025673901657632
116000,0.7795527613059942,0.7974071150866731,0.7883788646199865,0.12456157803535461,0.3513222984132231,0.9014637762979791
116445,0.7921831651024143,0.7846107749422666,0.788378787211232,0.10205700993537903,0.348562874071708,0.9026949264370787
118000,0.7937829052107784,0.7834049519132392,0.7885597849074786,0.127633199095726,0.3619255425692979,0.9033156029574811
120000,0.7943031221716127,0.7888640416264726,0.7915742387299026,0.08846793323755264,0.3537451913231388,0.9041981539549848
121990,0.7894365428685751,0.7930076880353123,0.7912180859014697,0.04844735562801361,0.3581363811702481,0.9037152166076032
122000,0.7923660645417214,0.7882720921394955,0.7903137764914916,0.08072859048843384,0.363485419011597,0.9036965112878103
124000,0.7911091200188012,0.7872124294776228,0.7891559645125605,0.08315928280353546,0.3715607976750269,0.9032543855472497
126000,0.797231971392623,0.7918310970797159,0.7945223560468571,0.08489180356264114,0.35897349649959753,0.9056792751858629
127535,0.7899538423695215,0.7979552164635038,0.7939343702055566,0.11100991070270538,0.3612498225756956,0.9048256324098574
128000,0.794618349588273,0.7954777982402291,0.7950478416477976,0.06950939446687698,0.37686882934584054,0.9054412074794072
130000,0.7938602573553563,0.7948639246981788,0.7943617739962389,0.10164790600538254,0.36660489178013045,0.9052609562159478
132000,0.7993498511618263,0.7888932736999036,0.7940871407448821,0.09942200034856796,0.36636343321384546,0.9059870627206378
133080,0.7928332765581173,0.7994095121166944,0.7961078138475366,0.06765446066856384,0.3607610276650627,0.9064972078059
134000,0.7925699065976732,0.7981013768306586,0.7953260240253143,0.08520827442407608,0.3731134957513136,0.9058833332199677
136000,0.7875927174645988,0.8023619515332222,0.7949087381171309,0.05855010077357292,0.37477829633683224,0.9054701157009053
