global_step,precision,recall,f1_score,train_loss,eval_loss,accuracy
2000,0.38888830486202364,0.34410172455490856,0.3651267575050214,0.843378484249115,0.8343888358636335,0.74478462965087
4000,0.5091537379462192,0.46461592841329785,0.4858663087039415,0.6897594928741455,0.6449646207935367,0.7940543514394636
5539,0.5602806166637797,0.5415604710434766,0.5507615173588118,0.7178517580032349,0.5659559360056212,0.8150655238310008
6000,0.5743570775011194,0.5488623890759585,0.5613203957382039,0.6299283504486084,0.551052605778968,0.8190080347127585
8000,0.612338840423068,0.5902275221848083,0.6010799033770664,0.5620247721672058,0.5027868592893923,0.8332286792394142
10000,0.6540827427734792,0.598394508213495,0.6250006072117323,0.5279467701911926,0.46778484482269783,0.845106756895992
11078,0.6462760579654325,0.6243279444868194,0.6351124379615919,0.25207290053367615,0.4547947373397079,0.8462965087005461
12000,0.6739253248420728,0.6102915186129146,0.6405318728308462,0.43651190400123596,0.4434593323763315,0.8514151631145837
14000,0.668969344406598,0.6503637006306625,0.6595353312392112,0.39207923412323,0.4293994058950295,0.8554645961356395
16000,0.6896491022180495,0.6559447844771454,0.6723748319491986,0.3928767144680023,0.40944996605187783,0.8607387736613834
16617,0.6783556952259084,0.6706323367998065,0.6744719067487418,0.5040321946144104,0.41162109164276506,0.8587325255203706
18000,0.6904165870437607,0.6721392294383569,0.681155321776345,0.4141627848148346,0.40480620959104396,0.8619324135437302
20000,0.71245862024931,0.6746507171692743,0.6930394110087097,0.5018724799156189,0.38886226292210396,0.8676478878989411
22000,0.7067364867456938,0.6854501144122188,0.6959305674917602,0.4316742420196533,0.37903591685136845,0.868971778387342
22156,0.7068260399007749,0.6864640113109965,0.6964962366986763,0.37143054604530334,0.37667588302583405,0.8695919267952713
24000,0.70706044007755,0.6988261120309565,0.7029191616766467,0.3191552460193634,0.37332867240750944,0.8710110751895924
26000,0.7225781625781625,0.6986772831283835,0.7104267554479419,0.3656187653541565,0.36483688398787123,0.875023571471618
27695,0.7349624060150376,0.6983052108719513,0.7161650369663725,0.389885812997818,0.3543259895811177,0.8775508220368473
28000,0.7244481489997701,0.7033560917530184,0.7137463305047148,0.43365779519081116,0.3662362155460176,0.8753657223173721
30000,0.7268173511225582,0.7139787546741577,0.7203408520362437,0.323970228433609,0.34938337349616433,0.8788163913583583
32000,0.7370373912211915,0.7169088236935612,0.7268337765706632,0.29207634925842285,0.3436656322271105,0.8818102112587068
33234,0.7389621559633027,0.719262180715495,0.728979099299539,0.43495187163352966,0.341447360179297,0.8826811406842628
34000,0.7389377995913144,0.7198295909065541,0.729258547250179,0.48144078254699707,0.34170397870984426,0.8828988730406518
36000,0.7384926270839092,0.7206667534835265,0.7294708050673909,0.3307454586029053,0.34146860018265024,0.8833382258312225
38000,0.7469318094653677,0.7246293230145294,0.7356115617416266,0.3089667856693268,0.3296116431812187,0.8861590262697976
38773,0.7569181317878537,0.722834074377244,0.7394835633841015,0.15345895290374756,0.32687893226033166,0.8879144933931838
40000,0.74773056239875,0.7255781072684315,0.7364877942849589,0.2359149307012558,0.3346933169454379,0.8853950189835398
42000,0.7531217133569175,0.7326939891726973,0.742767426071213,0.27856194972991943,0.3213525830753266,0.8891995031036581
44000,0.7593567531348713,0.737912302569159,0.7484809601086916,0.2510911226272583,0.3215308230676692,0.8911338218055067
44312,0.7493702889595382,0.7388796904358826,0.7440880158495975,0.26795902848243713,0.3255458152053332,0.88945806027687
46000,0.7631118119987229,0.7336892824586535,0.7481113687774759,0.2730519771575928,0.31772978079181385,0.8921524981871838
48000,0.75037306472673,0.7483768347813146,0.7493736203347523,0.2934868335723877,0.31825488416577485,0.8906886368982471
49851,0.7525694425031915,0.751260394768664,0.7519143488886303,0.27178850769996643,0.3158373036038824,0.8925879628999617
50000,0.7568172376024475,0.7455676892452514,0.7511503462753147,0.26593920588493347,0.317470591993731,0.8927745906340094
52000,0.7747868955493578,0.7338660167804588,0.7537714848041885,0.20029613375663757,0.3136332245143117,0.8955292937501094
54000,0.7594332953142232,0.7494093352929139,0.7543880183339341,0.30388978123664856,0.3167518376443981,0.8942248436506718
55390,0.7692512732638394,0.7516417688315071,0.7603445761252595,0.29251885414123535,0.30438467823667786,0.8967559822936937
56000,0.7740425984472741,0.7447026212490465,0.7590892067299715,0.2771010100841522,0.3181412701439892,0.8961883229359653
58000,0.7608638962877419,0.7599296783435343,0.7603965003723008,0.2258617877960205,0.31183866270606825,0.8959608703850946
60000,0.7577523335869505,0.7596413223447993,0.758695652173913,0.2220371812582016,0.30819430910749696,0.8956303837727185
60929,0.7646975825416236,0.7561903521663907,0.7604201743555208,0.3048366606235504,0.3081369111677269,0.8967209895935598
62000,0.7624603725449737,0.7561624467471583,0.7592983504885019,0.16319799423217773,0.31818371594038186,0.8964954810815855
64000,0.7691086840152889,0.7617900396256954,0.7654318679932147,0.23597118258476257,0.3082804536019569,0.8992443520809964
66000,0.7667175657808979,0.7659758525105576,0.7663465296778156,0.25120580196380615,0.3039988118934769,0.8987913910181515
66468,0.7766948668114783,0.7583297676408759,0.767402456817433,0.30617043375968933,0.29824809201093977,0.9006110114251166
68000,0.7688690687216614,0.7665804699272599,0.7677230637378198,0.19604970514774323,0.3131297182985198,0.8996739846770854
70000,0.7744163104242026,0.7667013934106003,0.7705395412753984,0.22964195907115936,0.30802014452898485,0.9007568143423413
72000,0.7776287705645695,0.7659107398656819,0.771725275549224,0.21132239699363708,0.3024179743008868,0.9022167875534853
72007,0.7690027505203687,0.7697895931389875,0.76939597065851,0.3528716564178467,0.30234849964729466,0.9008151355092313
74000,0.7616806661376965,0.7768496642047885,0.769190386501683,0.17200317978858948,0.31152102095310136,0.9000725126508331
76000,0.7789507088921868,0.7762915558201403,0.7776188590463324,0.15955570340156555,0.3014268153931671,0.9048976171915247
77546,0.7839659186231727,0.7737056536379365,0.7788019943353387,0.14501528441905975,0.29725379975241156,0.9056577363999899
78000,0.768270310232469,0.7829702528230983,0.7755506313660633,0.14975355565547943,0.3167616232563063,0.9028758167393414
80000,0.7829899580406393,0.7724220043532454,0.7776700802112745,0.20817941427230835,0.3192923688699329,0.9049131695026954
82000,0.7724012359302582,0.7812959276691533,0.7768231213872833,0.18080897629261017,0.30717049508985844,0.9037195296203486
83085,0.7824152819573466,0.7787472327125928,0.7805769481790888,0.3083178997039795,0.2983039291347088,0.9060640405293229
84000,0.7792678843793014,0.7793983591613491,0.7793331163093523,0.1395224779844284,0.3151395552688175,0.9055158215605578
86000,0.7836354984090845,0.7811936077986344,0.7824126478383804,0.14399108290672302,0.3090031302895553,0.9068047193488248
88000,0.7883384554656441,0.7802355217383216,0.7842660595492434,0.13680419325828552,0.30846896352620007,0.9079828069200009
88624,0.7893554696639308,0.7845608617193459,0.7869508628049208,0.12129481881856918,0.2966328261132536,0.9087526463229476
90000,0.7729261216360015,0.7905047160158503,0.7816165954648505,0.11850231885910034,0.3264607832072273,0.9052669845818275
92000,0.7889178568729691,0.7768682678176102,0.7828466982237429,0.10563969612121582,0.3140163233269861,0.9083696706603706
94000,0.7841621067978186,0.7904861124030287,0.7873114105586927,0.14191676676273346,0.30734041350400465,0.9085932351334486
94163,0.7881875244463484,0.7872490837720685,0.787718024608626,0.2208862006664276,0.3047869035605916,0.9088692886567274
96000,0.7940560864500364,0.779882053094711,0.7869052479433863,0.10205872356891632,0.31927465390505383,0.9098335319493073
98000,0.7873571732809866,0.7909605045299797,0.7891547256663449,0.0939347892999649,0.31515265655035923,0.9100765368113485
99702,0.7889084833859291,0.7906256394991907,0.7897661280581287,0.09792382270097733,0.3086884321072401,0.9107627825417531
100000,0.78909820532828,0.7901698509850613,0.7896336645627864,0.09626591205596924,0.3249597338499961,0.9102476122342256
102000,0.7875426937926938,0.7892861793760348,0.7884134727061557,0.10840971022844315,0.33340933405045653,0.9096605124875339
104000,0.7919193977052793,0.7954625788328094,0.793687033917575,0.15501715242862701,0.3110410761179518,0.9123510623200549
105241,0.7982043769489482,0.7881141517682734,0.7931271735009572,0.1639130860567093,0.31487869566997234,0.9126621085434677
106000,0.7960192924231171,0.7875560433836251,0.7917650524386423,0.05376936122775078,0.34199073910713196,0.9110854929985439
108000,0.793873138362318,0.7923371718787788,0.7931044114634738,0.06568820029497147,0.33374006831198716,0.9118903251016246
110000,0.7963875052371864,0.7956393131546147,0.7960132333849826,0.11080893129110336,0.31463825429586795,0.9136185756804622
110780,0.7951344073541019,0.7965322865700519,0.79583273311927,0.04743395745754242,0.3151533574639977,0.9134727727632375
112000,0.7932993458488699,0.7975275798560081,0.7954078437739176,0.07445722818374634,0.3368033113288673,0.9132394880956778
114000,0.789917966747235,0.8025412535114319,0.7961795782771189,0.10687767714262009,0.3343978025352456,0.9129848190002585
116000,0.7969668458363998,0.7957881420571875,0.7963770578023115,0.060267169028520584,0.33075823876764865,0.9141104175212338
116319,0.7959242517253567,0.7959834799918144,0.7959538647567668,0.09930858761072159,0.327082742322747,0.9136069114470843
118000,0.7999981226650646,0.7927650549736759,0.7963651653896467,0.07889564335346222,0.35022695181947766,0.9147636145904007
120000,0.7951393060111814,0.8003832344241252,0.797752652732001,0.0767943486571312,0.34116893193938513,0.9142056754271539
121858,0.7923967244613203,0.8055829442077651,0.7989354292646251,0.09465046226978302,0.3386909502624261,0.9138693566980888
122000,0.8089669912134885,0.7921790411697952,0.8004850057100964,0.07112713158130646,0.34389925974960106,0.9161302739345208
124000,0.790590683791111,0.8056294532398192,0.798039224719774,0.046756312251091,0.3432253406290368,0.9135155416189568
126000,0.8022901191834901,0.797722917790635,0.7999999999999999,0.05373995751142502,0.34270729616950946,0.9154673566708723
127397,0.7955011352876828,0.8049504213718304,0.8001978833875047,0.04298817366361618,0.3374575451984034,0.9154634685930796
128000,0.7969221093908958,0.8015180548062434,0.7992134748089338,0.05353813245892525,0.3620721928313009,0.9150649406193319
130000,0.7933970939856538,0.8025040462857888,0.797924585888294,0.037573087960481644,0.35443887391905765,0.9146955732290292
132000,0.7978480720387902,0.8035551504102096,0.8006914417858848,0.06428533047437668,0.34572268121514316,0.9158639406057236
132936,0.7923863074415283,0.8048574033077224,0.7985731689308919,0.0915062204003334,0.3415781915359855,0.9149735707912043
